Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
RELIANCE,EQ,20-Aug-19,1292.6,1289.8,1292.6,1272.6,1278.55,1275.95,1280.83,6843460,8765276621,167203,3120955,45.6
RELIANCE,EQ,21-Aug-19,1275.95,1275.65,1278.65,1266.5,1271.05,1270.95,1271.42,4881553,6206485612,131602,1910801,39.14
RELIANCE,EQ,22-Aug-19,1270.95,1270.95,1271,1238.9,1244.2,1246.75,1251.88,6414937,8030748574,178072,2560780,39.92
RELIANCE,EQ,23-Aug-19,1246.75,1239,1284,1226.5,1276,1275.85,1258.18,9741262,12256262869,216956,3046594,31.28
RELIANCE,EQ,26-Aug-19,1275.85,1294,1294,1259,1265,1266.8,1274.2,8778739,11185873443,238915,3902952,44.46
RELIANCE,EQ,27-Aug-19,1266.8,1285,1285,1261.2,1274.35,1274.85,1272.49,12984396,16522569647,271002,7846459,60.43
RELIANCE,EQ,28-Aug-19,1274.85,1273.75,1281,1256.05,1260.05,1263.3,1266.27,5305639,6718393215,132293,1838944,34.66
RELIANCE,EQ,29-Aug-19,1263.3,1256.45,1260.25,1235.3,1242.05,1241.75,1247.45,8635974,10772946075,161172,4042596,46.81
RELIANCE,EQ,30-Aug-19,1241.75,1245.5,1254.4,1221,1253,1248.55,1237.5,11308120,13993833783,258498,5345295,47.27
RELIANCE,EQ,3-Sep-19,1248.55,1242.25,1243,1200,1200.45,1206.4,1222.13,8563009,10465120848,199762,3923254,45.82
RELIANCE,EQ,4-Sep-19,1206.4,1200.55,1205.25,1186.05,1202.4,1201.15,1196,15063355,18015841145,267845,7565881,50.23
RELIANCE,EQ,5-Sep-19,1201.15,1206.8,1213.2,1193.3,1193.4,1198.6,1202.7,10512763,12643724991,191114,3254760,30.96
RELIANCE,EQ,6-Sep-19,1198.6,1203,1229,1195.25,1220.5,1222.5,1215.37,10600234,12883178006,211038,3398248,32.06
RELIANCE,EQ,9-Sep-19,1222.5,1220.65,1233,1213.15,1221.7,1222.2,1224.14,5370758,6574555885,126178,1201029,22.36
RELIANCE,EQ,11-Sep-19,1222.2,1222.5,1240,1222.5,1232.05,1234.4,1233.81,5544468,6840842137,141564,1711218,30.86
RELIANCE,EQ,12-Sep-19,1234.4,1235,1240.45,1205.7,1211.5,1210.35,1222.41,5431139,6639105042,133763,1784319,32.85
RELIANCE,EQ,13-Sep-19,1210.35,1212,1228.5,1206.9,1226.7,1225.6,1216.36,5919260,7199926784,156260,1873608,31.65
RELIANCE,EQ,16-Sep-19,1225.6,1189,1219.1,1186.1,1210.6,1210.75,1205.64,9393731,11325440053,185168,3647917,38.83
RELIANCE,EQ,17-Sep-19,1210.75,1211,1211,1193.5,1196.95,1197.45,1201.83,7150435,8593600264,166672,3189652,44.61
RELIANCE,EQ,18-Sep-19,1197.45,1204.95,1216.3,1197.2,1209,1205.7,1205.99,6827281,8233652162,202069,2038379,29.86
RELIANCE,EQ,19-Sep-19,1205.7,1207.85,1209.7,1172.65,1179,1179.05,1189.5,6293454,7486075537,175486,1834750,29.15
RELIANCE,EQ,20-Sep-19,1179.05,1187.95,1269.9,1174.3,1254.35,1254.35,1238.4,22019674,27269067452,392062,9257860,42.04
RELIANCE,EQ,23-Sep-19,1254.35,1274.15,1281,1235,1236.35,1239.2,1249.95,9879751,12349237345,218447,3446361,34.88
RELIANCE,EQ,24-Sep-19,1239.2,1243.6,1298.8,1242.75,1277.5,1278.7,1282.47,15982067,20496560838,378923,5249582,32.85
RELIANCE,EQ,25-Sep-19,1278.7,1284,1295,1268.85,1280.6,1279.55,1284.48,8316894,10682857321,213332,2502977,30.1
RELIANCE,EQ,26-Sep-19,1279.55,1292,1298.8,1283.5,1296.5,1296.8,1293.25,8389212,10849310880,186669,3376852,40.25
RELIANCE,EQ,27-Sep-19,1296.8,1292.5,1315,1284,1307.5,1309.05,1307.46,8712980,11391851166,216408,2511179,28.82
RELIANCE,EQ,30-Sep-19,1309.05,1310,1335.75,1305.55,1333.4,1332.25,1322.09,11549746,15269859907,288338,5500331,47.62
RELIANCE,EQ,1-Oct-19,1332.25,1337,1342,1293.3,1303.7,1304.9,1320.17,8192597,10815596239,199164,2523507,30.8
RELIANCE,EQ,3-Oct-19,1304.9,1286,1314.7,1281.3,1311.6,1311.05,1305.35,6183107,8071137690,160832,2530785,40.93
RELIANCE,EQ,4-Oct-19,1311.05,1319.9,1328.6,1303.85,1307.75,1308.1,1318.17,6853954,9034653712,185130,3099523,45.22
RELIANCE,EQ,7-Oct-19,1308.1,1308.1,1320.8,1301.7,1308.9,1310.1,1312.08,4599818,6035333162,121109,1835479,39.9
RELIANCE,EQ,9-Oct-19,1310.1,1308.7,1329.95,1292.5,1328.7,1324.75,1309.53,8040938,10529814619,182007,3984784,49.56
RELIANCE,EQ,10-Oct-19,1324.75,1325,1369,1321,1360.15,1362.75,1356.95,16003744,21716222026,375692,8609946,53.8
RELIANCE,EQ,11-Oct-19,1362.75,1363.7,1365.6,1336.55,1350.1,1352.6,1352.25,7587648,10260367695,224923,3400105,44.81
RELIANCE,EQ,14-Oct-19,1352.6,1364.95,1364.95,1350.85,1356.9,1358,1358.27,6123412,8317237659,118992,3590983,58.64
RELIANCE,EQ,15-Oct-19,1358,1362.5,1370,1354.3,1364.15,1364.15,1364.34,4422075,6033214999,144636,2043101,46.2
RELIANCE,EQ,16-Oct-19,1364.15,1369.9,1379.65,1363.7,1374.5,1372.35,1371.43,8870701,12165579724,183051,5663142,63.84
RELIANCE,EQ,17-Oct-19,1372.35,1375,1399,1372,1394.95,1396.5,1384.72,7332464,10153421510,164517,3665912,50
RELIANCE,EQ,18-Oct-19,1396.5,1404,1427.9,1398.7,1416,1416.35,1416.38,12856410,18209582126,228083,5482520,42.64
RELIANCE,EQ,22-Oct-19,1416.35,1425,1436.85,1403.35,1417.4,1414.15,1420.93,12703054,18050195874,317936,4811890,37.88
RELIANCE,EQ,23-Oct-19,1414.15,1416.3,1425.95,1383.15,1394,1392.4,1403.41,8432964,11834877911,214712,3936577,46.68
RELIANCE,EQ,24-Oct-19,1392.4,1401,1441.4,1386.55,1435.1,1436.45,1415.13,10351384,14648603629,247194,3772686,36.45
RELIANCE,EQ,25-Oct-19,1436.45,1441.1,1441.45,1411.25,1428.25,1431.2,1426.02,6190013,8827068858,163477,1995488,32.24
RELIANCE,EQ,27-Oct-19,1431.2,1441,1445,1430,1435.5,1434.25,1437.86,1378313,1981825201,39531,347306,25.2
RELIANCE,EQ,29-Oct-19,1434.25,1445.5,1480,1442.1,1470.1,1467.05,1465.55,11780494,17264861676,321298,6278189,53.29
RELIANCE,EQ,30-Oct-19,1467.05,1480,1484.55,1460.3,1482.6,1479.1,1471.89,7470723,10996072296,259287,4052278,54.24
RELIANCE,EQ,31-Oct-19,1479.1,1484,1489.65,1461.7,1465.1,1464.35,1471.86,8898168,13096851142,193629,4972388,55.88
RELIANCE,EQ,1-Nov-19,1464.35,1455,1461.8,1441,1456.15,1456.9,1451.6,6356579,9227241717,236195,3504112,55.13
RELIANCE,EQ,4-Nov-19,1456.9,1465.9,1471,1445.1,1460.65,1457.65,1456.28,6429329,9362882584,203644,3603931,56.05
RELIANCE,EQ,5-Nov-19,1457.65,1463.1,1468.95,1441,1447.5,1447.3,1449.21,5799318,8404412066,154824,3229832,55.69
RELIANCE,EQ,6-Nov-19,1447.3,1442.7,1446.45,1428.5,1433,1434.9,1436.25,6686289,9603195009,158809,3953109,59.12
RELIANCE,EQ,7-Nov-19,1434.9,1435,1463,1432.2,1461,1458.6,1448.68,6438749,9327688346,135012,3465630,53.82
RELIANCE,EQ,8-Nov-19,1458.6,1449,1459.65,1441.3,1446,1445.5,1448.5,5494844,7959284446,141759,2437863,44.37
RELIANCE,EQ,11-Nov-19,1445.5,1439.1,1444.25,1422.55,1427.8,1427.8,1431.4,5192423,7432416175,145722,2643548,50.91
RELIANCE,EQ,13-Nov-19,1427.8,1430,1475.9,1430,1469.1,1472.3,1460.74,11532364,16845751337,213111,4972794,43.12
RELIANCE,EQ,14-Nov-19,1472.3,1476,1481.6,1455.8,1458.25,1462.75,1466.92,6518339,9561881077,127557,2601168,39.91
RELIANCE,EQ,15-Nov-19,1462.75,1465.65,1486.8,1463.15,1466.8,1470.85,1476.84,7173674,10594340066,152000,3241407,45.18
RELIANCE,EQ,18-Nov-19,1470.85,1472.65,1486,1455.4,1460.05,1459.2,1468.4,6435097,9449287322,128242,3180530,49.42
RELIANCE,EQ,19-Nov-19,1459.2,1467,1514.9,1465,1511.55,1509.75,1496.45,13795569,20644325395,285115,4937220,35.79
RELIANCE,EQ,20-Nov-19,1509.75,1555.05,1572.4,1543.2,1548.5,1547.65,1559.65,19904164,31043534027,376334,8724272,43.83
RELIANCE,EQ,21-Nov-19,1547.65,1545,1556,1528.55,1540.5,1537.6,1538.44,6810577,10477684602,160090,2929568,43.01
RELIANCE,EQ,22-Nov-19,1537.6,1542.1,1569.5,1537.6,1548.05,1546.5,1551.32,10218978,15852947452,200632,4268321,41.77
RELIANCE,EQ,25-Nov-19,1546.5,1551.15,1564.8,1551,1562,1561.55,1559.1,6924313,10795666734,119670,3320341,47.95
RELIANCE,EQ,26-Nov-19,1561.55,1568.1,1576.35,1556,1561.2,1560.25,1563.16,16152137,25248383481,218748,11981538,74.18
RELIANCE,EQ,27-Nov-19,1560.25,1559.95,1575.5,1556.1,1575.1,1569.85,1564.27,4408336,6895829808,107469,1986795,45.07
RELIANCE,EQ,28-Nov-19,1569.85,1572.65,1584.15,1563.95,1582,1580.3,1576.23,6284885,9906407922,163816,2661145,42.34
RELIANCE,EQ,29-Nov-19,1580.3,1581.95,1581.95,1547.85,1553,1551.15,1558.76,8484822,13225831194,237128,5173503,60.97
RELIANCE,EQ,2-Dec-19,1551.15,1600,1614.45,1577,1586.9,1586.5,1592.74,14275186,22736671351,273497,6992944,48.99
RELIANCE,EQ,3-Dec-19,1586.5,1592.75,1594,1572.6,1582,1578.9,1580.07,5938786,9383687343,132025,3133860,52.77
RELIANCE,EQ,4-Dec-19,1578.9,1573,1577.5,1533.75,1554.5,1552.7,1551.77,9594828,14888958079,246981,4608716,48.03
RELIANCE,EQ,5-Dec-19,1552.7,1574,1579.75,1544,1551,1550.85,1561.41,9117022,14235446633,217414,3598940,39.47
RELIANCE,EQ,6-Dec-19,1550.85,1553,1568,1541.1,1554.5,1554.9,1555.3,5982129,9304004870,127437,1885092,31.51
RELIANCE,EQ,9-Dec-19,1554.9,1556.15,1577.4,1546.5,1572.95,1572.6,1565.26,5779807,9046924671,142669,2531122,43.79
RELIANCE,EQ,10-Dec-19,1572.6,1572.05,1573.6,1554.15,1564.9,1561.95,1561.68,4650906,7263249188,135279,2193614,47.17
RELIANCE,EQ,11-Dec-19,1561.95,1555.6,1574.5,1550.6,1561,1562.4,1560.15,5652698,8819046878,159685,2602643,46.04
RELIANCE,EQ,12-Dec-19,1562.4,1570.25,1573.85,1556.65,1571.1,1568.2,1564.76,4720977,7387206060,134048,2509810,53.16
RELIANCE,EQ,13-Dec-19,1568.2,1580,1590,1572.4,1584.05,1582.9,1580.61,5791522,9154160089,138857,2543114,43.91
RELIANCE,EQ,16-Dec-19,1582.9,1592,1593.9,1564.35,1571,1566.6,1575.62,5436951,8566568694,143743,2335358,42.95
RELIANCE,EQ,17-Dec-19,1566.6,1566.75,1579,1555.55,1567,1562.7,1564.71,9291724,14538834628,188391,5268563,56.7
RELIANCE,EQ,18-Dec-19,1562.7,1563,1580,1562,1577.15,1575.85,1569.63,6739582,10578662434,220134,3537553,52.49
RELIANCE,EQ,19-Dec-19,1575.85,1573.7,1614.9,1571.8,1613,1609.95,1595.68,9375484,14960269699,194045,4087484,43.6
RELIANCE,EQ,20-Dec-19,1609.95,1615,1617.55,1596.1,1600,1599.1,1604.6,9724619,15604131779,164538,4876789,50.15
RELIANCE,EQ,23-Dec-19,1599.1,1560.1,1577.55,1557.8,1570.95,1571.4,1567.33,11478429,17990493040,259306,4767846,41.54
RELIANCE,EQ,24-Dec-19,1571.4,1568.9,1572.05,1542.5,1544.5,1546.45,1555.42,8251144,12833955163,194127,4099215,49.68
RELIANCE,EQ,26-Dec-19,1546.45,1541.65,1552.95,1510.15,1515.8,1515.4,1527.47,13605737,20782349005,208335,5789002,42.55
RELIANCE,EQ,27-Dec-19,1515.4,1527,1546.2,1521.3,1542,1542.35,1533.58,8081591,12393781505,160454,2660881,32.93
RELIANCE,EQ,30-Dec-19,1542.35,1545.95,1547.65,1528.05,1546.25,1544.2,1538.15,7828402,12041287379,141979,3041526,38.85
RELIANCE,EQ,31-Dec-19,1544.2,1542,1543.7,1508.05,1516,1514.05,1525.14,10150467,15480924274,220938,5044928,49.7
RELIANCE,EQ,1-Jan-20,1514.05,1518,1527.1,1505.5,1511.8,1509.6,1515.23,6402372,9701063103,122265,1523290,23.79
RELIANCE,EQ,2-Jan-20,1509.6,1512,1540.95,1512,1534.1,1535.3,1530.86,8096561,12394709676,151727,3386321,41.82
RELIANCE,EQ,3-Jan-20,1535.3,1533,1541.65,1523,1536,1537.15,1532.73,9593498,14704283072,149003,5288843,55.13
RELIANCE,EQ,6-Jan-20,1537.15,1520,1527.9,1498,1499.9,1501.5,1512.57,11209343,16954936800,225138,6398638,57.08
RELIANCE,EQ,7-Jan-20,1501.5,1519,1534.5,1513.5,1526.95,1524.6,1523.12,7627191,11617096335,180713,3049916,39.99
RELIANCE,EQ,8-Jan-20,1524.6,1515,1534.45,1510,1514,1513.15,1518.24,7336561,11138643618,169662,2863686,39.03
RELIANCE,EQ,9-Jan-20,1513.15,1538.6,1550,1531.25,1549.5,1548,1541.76,6849606,10560431963,154953,2657056,38.79
RELIANCE,EQ,10-Jan-20,1548,1551.9,1557.95,1539.65,1546.85,1547.65,1549.42,5704686,8838954165,136340,2546462,44.64
RELIANCE,EQ,13-Jan-20,1547.65,1545.05,1558.7,1538.4,1539.85,1543.7,1548.94,8358090,12946146807,143022,5030540,60.19
RELIANCE,EQ,14-Jan-20,1543.7,1540,1550,1521.85,1529.1,1529.4,1533.76,7230788,11090262628,173502,3796096,52.5
RELIANCE,EQ,15-Jan-20,1529.4,1535.85,1539.9,1518.25,1524.1,1523.85,1526.75,7231393,11040550715,212172,3990113,55.18
RELIANCE,EQ,16-Jan-20,1523.85,1529,1543.35,1528,1538.7,1537.9,1535.41,5873662,9018508367,164724,2552659,43.46
RELIANCE,EQ,17-Jan-20,1537.9,1553.5,1584.95,1553.2,1581,1581,1573,13469708,21187907268,279304,5551881,41.22
RELIANCE,EQ,20-Jan-20,1581,1609,1609,1526.4,1532.2,1532.35,1557.85,14878868,23179100842,338270,5239886,35.22
RELIANCE,EQ,21-Jan-20,1532.35,1528.6,1545.85,1522,1535,1533.9,1535.68,8650831,13284891871,233395,3328773,38.48
RELIANCE,EQ,22-Jan-20,1533.9,1544,1546.75,1531.1,1535.25,1533.35,1538.16,4719245,7258954216,143828,2043807,43.31
RELIANCE,EQ,23-Jan-20,1533.35,1536.5,1541.95,1520.7,1529.6,1526.85,1528.79,5142088,7861187151,149239,2364600,45.99
RELIANCE,EQ,24-Jan-20,1526.85,1527,1536.35,1518.55,1524.05,1521.55,1525.74,6687633,10203594713,152146,3325568,49.73
RELIANCE,EQ,27-Jan-20,1521.55,1514.9,1524.45,1505,1508,1506.55,1513.43,6120429,9262815086,130826,2671210,43.64
RELIANCE,EQ,28-Jan-20,1506.55,1508.6,1510,1463.6,1473.5,1471.75,1485.82,11215313,16663988524,271852,6064582,54.07
RELIANCE,EQ,29-Jan-20,1471.75,1474.05,1494.4,1464.05,1480,1479.85,1479.34,11313297,16736172828,254760,4513527,39.9
RELIANCE,EQ,30-Jan-20,1479.85,1479,1479.7,1440,1443,1443.75,1452.4,10241756,14875116667,231136,4854357,47.4
RELIANCE,EQ,31-Jan-20,1443.75,1453,1453.25,1407.2,1410,1411.65,1425.75,15886673,22650374557,330774,8885318,55.93
RELIANCE,EQ,1-Feb-20,1411.65,1405.3,1426.95,1371.1,1372,1383.35,1402.89,11022901,15463889562,243212,3263872,29.61
RELIANCE,EQ,3-Feb-20,1383.35,1369.9,1399.95,1363.05,1386,1385.5,1380.77,14040626,19386892661,370104,6963618,49.6
RELIANCE,EQ,4-Feb-20,1385.5,1400,1432.5,1397.8,1427.5,1426.4,1419.31,11604666,16470598997,286666,5299061,45.66
RELIANCE,EQ,5-Feb-20,1426.4,1434.9,1452.8,1430.3,1446.3,1448.5,1442.46,8444823,12181350644,242039,3774342,44.69
RELIANCE,EQ,6-Feb-20,1448.5,1454.1,1467,1440.1,1455,1457.8,1452.93,7103715,10321203996,163247,2877846,40.51
RELIANCE,EQ,7-Feb-20,1457.8,1451,1452.35,1428.3,1432,1433.65,1437.06,5581641,8021138869,134128,2493746,44.68
RELIANCE,EQ,10-Feb-20,1433.65,1428,1445.5,1410.45,1442.2,1435.6,1424.41,6922631,9860658649,143055,3096467,44.73
RELIANCE,EQ,11-Feb-20,1435.6,1447.4,1466.2,1445.05,1454.5,1452.75,1457.22,6400245,9326549622,224142,2779570,43.43
RELIANCE,EQ,12-Feb-20,1452.75,1456.15,1474.85,1455,1473.15,1470.3,1465.86,6187091,9069380788,192511,3063711,49.52
RELIANCE,EQ,13-Feb-20,1470.3,1477.75,1477.75,1462.6,1470.45,1474.15,1470.71,6201763,9120966120,116464,2969412,47.88
RELIANCE,EQ,14-Feb-20,1474.15,1477.25,1501.45,1453.1,1485.85,1487.6,1483.41,9704655,14395961760,229509,3144368,32.4
RELIANCE,EQ,17-Feb-20,1487.6,1489,1506.15,1474.3,1478.5,1478.25,1487.62,6011340,8942610639,150631,2236062,37.2
RELIANCE,EQ,18-Feb-20,1478.25,1475.9,1475.9,1457.4,1466.9,1467.4,1465.63,5086964,7455603061,142911,2468083,48.52
RELIANCE,EQ,19-Feb-20,1467.4,1479.35,1506.45,1475.1,1504.5,1503.8,1497.34,6438918,9641269217,249278,2453851,38.11
RELIANCE,EQ,20-Feb-20,1503.8,1497,1508,1483.8,1487,1485.95,1495.83,7722577,11551669677,176470,4689093,60.72
RELIANCE,EQ,24-Feb-20,1485.95,1469.75,1477,1439.55,1447.1,1444.95,1462.78,9769743,14291004524,237165,6097347,62.41
RELIANCE,EQ,25-Feb-20,1444.95,1451.4,1451.4,1410,1420,1416.4,1432.47,12684109,18169572259,281387,8329207,65.67
RELIANCE,EQ,26-Feb-20,1416.4,1410,1412.35,1387.35,1389.5,1392,1399.83,13423661,18790808836,268512,8145083,60.68
RELIANCE,EQ,27-Feb-20,1392,1388,1393.8,1369,1380.45,1386.25,1381.33,11454300,15822175752,240043,6101634,53.27
RELIANCE,EQ,28-Feb-20,1386.25,1354.9,1357,1325,1327,1328.65,1338.96,17973847,24066201012,373466,9944010,55.32
RELIANCE,EQ,2-Mar-20,1328.65,1355.1,1369,1301.1,1322,1316.15,1343.4,13486634,18117990645,274282,7208383,53.45
RELIANCE,EQ,3-Mar-20,1316.15,1329.7,1353.9,1322,1346.35,1342.85,1339.28,12525809,16775518804,275521,6009681,47.98
RELIANCE,EQ,4-Mar-20,1342.85,1352,1353.8,1307.9,1349,1339.7,1331.24,10105782,13453213012,297606,4158028,41.15
RELIANCE,EQ,5-Mar-20,1339.7,1352.2,1357.95,1306,1309.9,1311.15,1327.07,13948324,18510367253,319378,6943317,49.78
RELIANCE,EQ,6-Mar-20,1311.15,1270,1288.15,1241.1,1269.85,1271,1271.62,15422068,19610974599,389652,9634796,62.47
RELIANCE,EQ,9-Mar-20,1271,1240.05,1241,1095,1104.5,1114.15,1143.56,40317808,46105953149,846382,19195053,47.61
RELIANCE,EQ,11-Mar-20,1114.15,1108,1178.45,1108,1152,1153.55,1157.92,27237627,31538987521,490124,12424367,45.61
RELIANCE,EQ,12-Mar-20,1153.55,1085,1101,1048.7,1059,1063,1076.2,25588170,27538049024,646095,13287100,51.93
RELIANCE,EQ,13-Mar-20,1063,998,1140,942.4,1116.95,1105.3,1053.35,33509757,35297404438,706395,14587908,43.53
RELIANCE,EQ,16-Mar-20,1105.3,1060.55,1079.7,1005,1012.2,1015.7,1046.83,17594729,18418745886,441083,8819285,50.12
RELIANCE,EQ,17-Mar-20,1015.7,1047.25,1060,1003.2,1011.5,1008,1034.68,20777442,21497994559,463953,10596500,51
RELIANCE,EQ,18-Mar-20,1008,1025.3,1035.9,961,976.45,968.5,992.19,20450497,20290776264,499736,8751121,42.79
RELIANCE,EQ,19-Mar-20,968.5,920.1,967,892.2,917.7,917.7,918.86,28072062,25794360274,636588,13023488,46.39
RELIANCE,EQ,20-Mar-20,917.7,939.5,1034.9,930,1028,1017.95,983.98,28967526,28503444362,589033,12676996,43.76
RELIANCE,EQ,23-Mar-20,1017.95,916.2,950,875.65,891,884.05,899.32,18593713,16721615106,569206,9759892,52.49
RELIANCE,EQ,24-Mar-20,884.05,930,970,895.8,946,943.4,934.85,20919322,19556500214,590891,8384530,40.08
RELIANCE,EQ,25-Mar-20,943.4,963.8,1151.55,963.25,1074,1082.25,1053.49,33433126,35221338455,799060,16920113,50.61
RELIANCE,EQ,26-Mar-20,1082.25,1095.8,1116.9,1042.35,1069,1066.2,1074.95,20912934,22480324150,592742,8024956,38.37
RELIANCE,EQ,27-Mar-20,1066.2,1095,1107.3,1046.2,1067.95,1065.6,1070.06,19044644,20378895931,502817,8854044,46.49
RELIANCE,EQ,30-Mar-20,1065.6,1040.6,1074.8,1020,1031.5,1030.45,1044.14,13820286,14430304003,386770,5108078,36.96
RELIANCE,EQ,31-Mar-20,1030.45,1073.95,1129.8,1048,1100,1113.75,1093.37,20249909,22140676569,506536,8062531,39.82
RELIANCE,EQ,1-Apr-20,1113.75,1122.25,1124.6,1045.2,1084,1080.45,1072.84,19017099,20402365414,414675,7771573,40.87
RELIANCE,EQ,3-Apr-20,1080.45,1134.45,1134.45,1056.3,1088,1077.45,1077.52,18912044,20378095230,519365,6471589,34.22
RELIANCE,EQ,7-Apr-20,1077.45,1102.1,1214,1100,1211,1206.1,1161.27,24859057,28867992304,556669,9176463,36.91
RELIANCE,EQ,8-Apr-20,1206.1,1180,1229,1160,1197,1192.15,1194.6,22803774,27241443068,538577,7545325,33.09
RELIANCE,EQ,9-Apr-20,1192.15,1214,1232.8,1193,1217.75,1219.95,1214.91,15101711,18347214247,368355,4543136,30.08
RELIANCE,EQ,13-Apr-20,1219.95,1203.95,1215,1180,1192.5,1189.15,1191.64,10822871,12896993488,263593,2785395,25.74
RELIANCE,EQ,15-Apr-20,1189.15,1197.05,1236,1143,1157.5,1149.85,1191.73,16147959,19243981631,404270,5315163,32.92
RELIANCE,EQ,16-Apr-20,1149.85,1149.85,1187.45,1145,1170,1168.05,1172.19,17123533,20071955512,387003,6815679,39.8
RELIANCE,EQ,17-Apr-20,1168.05,1216,1230,1192.65,1229.9,1224,1208.12,15209707,18375116205,322391,5515033,36.26
RELIANCE,EQ,20-Apr-20,1224,1226,1257,1202,1248.1,1243.8,1228.75,16472339,20240404168,365965,3828855,23.24
RELIANCE,EQ,21-Apr-20,1243.8,1210,1252,1164,1251.5,1237.35,1204.07,28057706,33783478000,573205,8180117,29.15
RELIANCE,EQ,22-Apr-20,1237.35,1320,1384.9,1300,1359,1363.6,1341.48,65230894,87505942711,1194059,15175508,23.26
RELIANCE,EQ,23-Apr-20,1363.6,1367.35,1385.85,1353.3,1370.15,1370.9,1369.1,29928331,40974916121,612506,9233839,30.85
RELIANCE,EQ,24-Apr-20,1370.9,1350.15,1494.95,1347.2,1425.8,1417,1431.67,61711388,88350296136,1154959,9965286,16.15
RELIANCE,EQ,27-Apr-20,1417,1434,1475,1423,1431,1429.75,1448.31,26736512,38722699505,594518,4031654,15.08
RELIANCE,EQ,28-Apr-20,1429.75,1450,1455.45,1392.15,1430,1428.15,1421.22,35866381,50974111341,746066,7100366,19.8
RELIANCE,EQ,29-Apr-20,1428.15,1444.9,1453.65,1420,1427,1426.95,1436.42,17141540,24622404116,389293,4350009,25.38
RELIANCE,EQ,30-Apr-20,1426.95,1453.95,1494.95,1438.05,1464,1466,1467.88,32617901,47879255960,663204,9287707,28.47
RELIANCE,EQ,4-May-20,1466,1440,1465,1417.45,1435,1435.2,1442.94,24439240,35264364751,544309,8018280,32.81
RELIANCE,EQ,5-May-20,1435.2,1453.7,1479,1447.2,1462.65,1460.65,1464.23,20528706,30058697949,412545,4924874,23.99
RELIANCE,EQ,6-May-20,1460.65,1464,1484.95,1445.5,1461.5,1460.75,1468.54,18510304,27183196663,425042,4155906,22.45
RELIANCE,EQ,7-May-20,1460.75,1455,1513.65,1445,1512,1506.95,1484.86,22871529,33961065997,465254,5286803,23.12
RELIANCE,EQ,8-May-20,1506.95,1545,1579.9,1537.1,1559.45,1561.8,1560.62,38522385,60118628771,727915,12438706,32.29
RELIANCE,EQ,11-May-20,1561.8,1580,1615,1572.3,1575,1576.8,1592.89,30670404,48854566348,576001,11723342,38.22
RELIANCE,EQ,12-May-20,1576.8,1564.8,1568.35,1465,1486.45,1479.25,1511.39,46029119,69568011663,807575,18435434,40.05
RELIANCE,EQ,13-May-20,1479.25,1527,1527,1454,1492.5,1496.45,1481.1,30658051,45407632804,615366,6403617,20.89
RELIANCE,EQ,14-May-20,1496.45,1469,1496.7,1430.05,1437,1435.95,1457.61,22736714,33141191470,494402,7400518,32.55
RELIANCE,EQ,15-May-20,1435.95,1444,1466.7,1415.1,1453.2,1459.4,1439.85,28683432,41299828010,592403,7448167,25.97
RELIANCE,EQ,18-May-20,1459.4,1470,1482,1428,1442.55,1440.75,1452.86,28981620,42106270200,575336,5396937,18.62
RELIANCE,EQ,19-May-20,1440.75,1457,1461.7,1403.25,1409.1,1408.9,1436.68,19529216,28057214575,424987,4452799,22.8
RELIANCE,EQ,20-May-20,1408.9,1410,1446.85,1393,1437.4,1433.7,1426.52,25530692,36419940582,446373,6638736,26
RELIANCE,EQ,21-May-20,1433.7,1435,1461.45,1425,1440,1441.25,1443.94,18077196,26102458753,353235,5286704,29.25
RELIANCE,EQ,22-May-20,1441.25,1451.8,1458,1426.5,1433,1431.55,1442.31,17458503,25180593225,388907,4083814,23.39
RELIANCE,EQ,26-May-20,1431.55,1448.15,1449.7,1416.3,1426,1424.05,1428.7,15330793,21903166112,341795,7437964,48.52
RELIANCE,EQ,27-May-20,1424.05,1431,1454,1412,1449.85,1445.55,1430.2,16460764,23542230514,348477,6524302,39.64
RELIANCE,EQ,28-May-20,1445.55,1455,1479.75,1449,1471.05,1472.25,1467.5,18519252,27176980636,405603,8377100,45.23
RELIANCE,EQ,29-May-20,1472.25,1468,1472,1452.65,1470,1464.4,1462.79,18471770,27020285851,300018,10292573,55.72
RELIANCE,EQ,1-Jun-20,1464.4,1480,1538.35,1475.95,1521.9,1520.35,1512.99,18434065,27890475620,354436,5711151,30.98
RELIANCE,EQ,2-Jun-20,1520.35,1526,1540,1520.8,1537.95,1535.7,1531.68,10224102,15660044884,224472,3522633,34.45
RELIANCE,EQ,3-Jun-20,1535.7,1545,1560,1533.35,1543,1541.65,1543.74,11713666,18082824556,227825,5197313,44.37
RELIANCE,EQ,4-Jun-20,1541.65,1544,1589.5,1541,1576,1579.8,1570.24,15784612,24785560881,356122,4083577,25.87
RELIANCE,EQ,5-Jun-20,1579.8,1595,1618,1573.7,1579.2,1581.7,1596.41,15270435,24377905392,339237,3362416,22.02
RELIANCE,EQ,8-Jun-20,1581.7,1618.4,1618.4,1565,1571.8,1569.5,1588.27,14498055,23026897487,322987,3584176,24.72
RELIANCE,EQ,9-Jun-20,1569.5,1560.3,1583,1533,1535.9,1537.15,1555.91,11934073,18568335407,307011,2953746,24.75
